nu/nu_c,j_nu,alpha_nu
1.000000e+00,2.293889e-22,8.417766e-12
1.258925e+00,2.503115e-22,5.795690e-12
1.584893e+00,2.711048e-22,3.960606e-12
1.995262e+00,2.888087e-22,2.662163e-12
2.511886e+00,3.063449e-22,1.781702e-12
3.162278e+00,3.211943e-22,1.178670e-12
3.981072e+00,3.339255e-22,7.731681e-13
5.011872e+00,3.438853e-22,5.023866e-13
6.309573e+00,3.509584e-22,3.235043e-13
7.943282e+00,3.550564e-22,2.065008e-13
1.000000e+01,3.560320e-22,1.306512e-13
1.258925e+01,3.533630e-22,8.181737e-14
1.584893e+01,3.465523e-22,5.062827e-14
1.995262e+01,3.351556e-22,3.089376e-14
2.511886e+01,3.190865e-22,1.855807e-14
3.162278e+01,2.986747e-22,1.096031e-14
3.981072e+01,2.746318e-22,6.358800e-15
5.011872e+01,2.477505e-22,3.619419e-15
6.309573e+01,2.189681e-22,2.018390e-15
7.943282e+01,1.892159e-22,1.100480e-15
1.000000e+02,1.595588e-22,5.855246e-16
1.258925e+02,1.310214e-22,3.033658e-16
1.584893e+02,1.045240e-22,1.527005e-16
1.995262e+02,8.078668e-23,7.446705e-17
2.511886e+02,6.033918e-23,3.509327e-17
3.162278e+02,4.343153e-23,1.593784e-17
3.981072e+02,3.001597e-23,6.949871e-18
5.011872e+02,1.986344e-23,2.901876e-18
6.309573e+02,1.253356e-23,1.155311e-18
7.943282e+02,7.511868e-24,4.368903e-19
1.000000e+03,4.257584e-24,1.562383e-19
1.258925e+03,2.271918e-24,5.260379e-20
1.584893e+03,1.135537e-24,1.658921e-20
1.995262e+03,5.287958e-25,4.874302e-21
2.511886e+03,2.280747e-25,1.326483e-21
3.162278e+03,9.053862e-26,3.322449e-22
3.981072e+03,3.286036e-26,7.608459e-23
5.011872e+03,1.082343e-26,1.581209e-23
6.309573e+03,3.204605e-27,2.953921e-24
7.943282e+03,8.497232e-28,4.941990e-25
1.000000e+04,1.989972e-28,7.302497e-26
1.258925e+04,4.082196e-29,9.451882e-27
1.584893e+04,7.257265e-30,1.060223e-27
1.995262e+04,1.105367e-30,1.018899e-28
2.511886e+04,1.424580e-31,8.285357e-30
3.162278e+04,1.532844e-32,5.624997e-31
3.981072e+04,1.357162e-33,3.142362e-32
5.011872e+04,9.734157e-35,1.422076e-33
6.309573e+04,5.561162e-36,5.126134e-35
7.943282e+04,2.484948e-37,1.445246e-36
1.000000e+05,8.515483e-39,3.124882e-38
1.258925e+05,2.190881e-40,5.072747e-40
1.584893e+05,4.136064e-42,6.042430e-42
1.995262e+05,5.589418e-44,5.152179e-44
2.511886e+05,5.264408e-46,3.061780e-46
3.162278e+05,3.357433e-48,1.232060e-48
3.981072e+05,1.405439e-50,3.254142e-51
5.011872e+05,3.733860e-53,5.454844e-54
6.309573e+05,6.071217e-56,5.596289e-57
7.943282e+05,5.809505e-59,3.378808e-60
1.000000e+06,3.135918e-62,1.150771e-63
1.258925e+06,9.122282e-66,2.112165e-67
1.584893e+06,1.361207e-69,1.988606e-71
1.995262e+06,9.878403e-74,9.105654e-76
2.511886e+06,3.291589e-78,1.914388e-80
3.162278e+06,4.732636e-83,1.736711e-85
3.981072e+06,2.745681e-88,6.357325e-91
5.011872e+06,5.978525e-94,8.734105e-97
6.309573e+06,4.518293e-100,4.164844e-103
7.943282e+06,1.089235e-106,6.334991e-110
1.000000e+07,7.646128e-114,2.805860e-117
