nu/nu_c,j_nu,alpha_nu
1.000000e+00,8.930986e-23,5.002617e-13
1.258925e+00,9.713523e-23,3.433007e-13
1.584893e+00,1.055175e-22,2.353003e-13
1.995262e+00,1.144986e-22,1.611009e-13
2.511886e+00,1.240811e-22,1.101548e-13
3.162278e+00,1.342452e-22,7.519633e-14
3.981072e+00,1.449775e-22,5.123873e-14
5.011872e+00,1.562807e-22,3.485004e-14
6.309573e+00,1.681550e-22,2.365962e-14
7.943282e+00,1.805925e-22,1.603236e-14
1.000000e+01,1.935730e-22,1.084283e-14
1.258925e+01,2.070661e-22,7.318244e-15
1.584893e+01,2.210289e-22,4.928866e-15
1.995262e+01,2.353843e-22,3.311886e-15
2.511886e+01,2.500416e-22,2.219781e-15
3.162278e+01,2.648722e-22,1.483660e-15
3.981072e+01,2.797217e-22,9.886077e-16
5.011872e+01,2.943955e-22,6.564914e-16
6.309573e+01,3.086560e-22,4.342828e-16
7.943282e+01,3.222281e-22,2.860627e-16
1.000000e+02,3.347957e-22,1.875330e-16
1.258925e+02,3.460072e-22,1.222878e-16
1.584893e+02,3.554763e-22,7.926995e-17
1.995262e+02,3.627885e-22,5.104479e-17
2.511886e+02,3.675406e-22,3.262895e-17
3.162278e+02,3.693200e-22,2.068715e-17
3.981072e+02,3.677619e-22,1.299764e-17
5.011872e+02,3.625462e-22,8.084650e-18
6.309573e+02,3.534627e-22,4.973264e-18
7.943282e+02,3.404062e-22,3.022006e-18
1.000000e+03,3.234402e-22,1.811723e-18
1.258925e+03,3.027760e-22,1.070088e-18
1.584893e+03,2.788503e-22,6.218261e-19
1.995262e+03,2.522532e-22,3.549234e-19
2.511886e+03,2.237759e-22,1.986603e-19
3.162278e+03,1.942731e-22,1.088204e-19
3.981072e+03,1.647524e-22,5.822772e-20
5.011872e+03,1.361954e-22,3.037108e-20
6.309573e+03,1.094812e-22,1.540414e-20
7.943282e+03,8.537832e-23,7.579586e-21
1.000000e+04,6.440006e-23,3.607315e-21
1.258925e+04,4.686960e-23,1.656491e-21
1.584893e+04,3.280052e-23,7.314397e-22
1.995262e+04,2.199811e-23,3.095161e-22
2.511886e+04,1.408840e-23,1.250719e-22
3.162278e+04,8.583188e-24,4.807801e-23
3.981072e+04,4.953010e-24,1.750520e-23
5.011872e+04,2.695187e-24,6.010169e-24
6.309573e+04,1.376273e-24,1.936433e-24
7.943282e+04,6.559291e-25,5.823107e-25
1.000000e+05,2.901543e-25,1.625275e-25
1.258925e+05,1.183969e-25,4.184447e-26
1.584893e+05,4.426839e-26,9.871693e-27
1.995262e+05,1.505439e-26,2.118171e-27
2.511886e+05,4.623002e-27,4.104138e-28
3.162278e+05,1.270715e-27,7.117803e-29
3.981072e+05,3.098979e-28,1.095258e-29
5.011872e+05,6.641791e-29,1.481096e-30
6.309573e+05,1.238109e-29,1.742034e-31
7.943282e+05,1.984575e-30,1.761836e-32
1.000000e+06,2.704567e-31,1.514941e-33
1.258925e+06,3.090262e-32,1.092177e-34
1.584893e+06,2.920124e-33,6.511771e-36
1.995262e+06,2.247161e-34,3.161783e-37
2.511886e+06,1.385205e-35,1.229736e-38
3.162278e+06,6.719602e-37,3.763929e-40
3.981072e+06,2.516412e-38,8.893642e-42
5.011872e+06,7.125774e-40,1.589022e-43
6.309573e+06,1.492047e-41,2.099328e-45
7.943282e+06,2.255014e-43,2.001921e-47
1.000000e+07,2.396681e-45,1.342481e-49
