nu/nu_c,j_nu,alpha_nu
1.000000e+00,3.772404e-24,1.593922e-16
1.258925e+00,4.074902e-24,1.086341e-16
1.584893e+00,4.401408e-24,7.403559e-17
1.995262e+00,4.753851e-24,5.045387e-17
2.511886e+00,5.134291e-24,3.438186e-17
3.162278e+00,5.544987e-24,2.342877e-17
3.981072e+00,5.988353e-24,1.596454e-17
5.011872e+00,6.466997e-24,1.087806e-17
6.309573e+00,6.983733e-24,7.412019e-18
7.943282e+00,7.541593e-24,5.050239e-18
1.000000e+01,8.143875e-24,3.440963e-18
1.258925e+01,8.787184e-24,2.342602e-18
1.584893e+01,9.488760e-24,1.596094e-18
1.995262e+01,1.024616e-23,1.087452e-18
2.511886e+01,1.106385e-23,7.408927e-19
3.162278e+01,1.194678e-23,5.047773e-19
3.981072e+01,1.289995e-23,3.439038e-19
5.011872e+01,1.392889e-23,2.342962e-19
6.309573e+01,1.503996e-23,1.596230e-19
7.943282e+01,1.623931e-23,1.087468e-19
1.000000e+02,1.753404e-23,7.408510e-20
1.258925e+02,1.893179e-23,5.047083e-20
1.584893e+02,2.044045e-23,3.438266e-20
1.995262e+02,2.206885e-23,2.342224e-20
2.511886e+02,2.382678e-23,1.595564e-20
3.162278e+02,2.572403e-23,1.086896e-20
3.981072e+02,2.777096e-23,7.403546e-21
5.011872e+02,2.998077e-23,5.043031e-21
6.309573e+02,3.236439e-23,3.434918e-21
7.943282e+02,3.493638e-23,2.339520e-21
1.000000e+03,3.771085e-23,1.593365e-21
1.258925e+03,4.070267e-23,1.085105e-21
1.584893e+03,4.392897e-23,7.389242e-22
1.995262e+03,4.740711e-23,5.031440e-22
2.511886e+03,5.115578e-23,3.425655e-22
3.162278e+03,5.519486e-23,2.332102e-22
3.981072e+03,5.954518e-23,1.587433e-22
5.011872e+03,6.422860e-23,1.080382e-22
6.309573e+03,6.926857e-23,7.351655e-23
7.943282e+03,7.468887e-23,5.001552e-23
1.000000e+04,8.051444e-23,3.401909e-23
1.258925e+04,8.677048e-23,2.313241e-23
1.584893e+04,9.348458e-23,1.572493e-23
1.995262e+04,1.006819e-22,1.068563e-23
2.511886e+04,1.083876e-22,7.258191e-24
3.162278e+04,1.166274e-22,4.927761e-24
3.981072e+04,1.254243e-22,3.343724e-24
5.011872e+04,1.347987e-22,2.267433e-24
6.309573e+04,1.447679e-22,1.536459e-24
7.943282e+04,1.553403e-22,1.040239e-24
1.000000e+05,1.665306e-22,7.036277e-25
1.258925e+05,1.783263e-22,4.754057e-25
1.584893e+05,1.907164e-22,3.208020e-25
1.995262e+05,2.036745e-22,2.161651e-25
2.511886e+05,2.171514e-22,1.454158e-25
3.162278e+05,2.310866e-22,9.763908e-26
3.981072e+05,2.453911e-22,6.541957e-26
5.011872e+05,2.599518e-22,4.372620e-26
6.309573e+05,2.746211e-22,2.914625e-26
7.943282e+05,2.892144e-22,1.936728e-26
1.000000e+06,3.034764e-22,1.282253e-26
1.258925e+06,3.172799e-22,8.458464e-27
1.584893e+06,3.301884e-22,5.554061e-27
1.995262e+06,3.419115e-22,3.628796e-27
2.511886e+06,3.520822e-22,2.357724e-27
3.162278e+06,3.602899e-22,1.522303e-27
3.981072e+06,3.661287e-22,9.760739e-28
5.011872e+06,3.692031e-22,6.210324e-28
6.309573e+06,3.690909e-22,3.917258e-28
7.943282e+06,3.654670e-22,2.447355e-28
1.000000e+07,3.580665e-22,1.512908e-28
