nu/nu_c,j_nu,alpha_nu
1.000000e+00,2.426983e-22,1.074791e-11
1.258925e+00,2.646190e-22,7.393976e-12
1.584893e+00,2.864055e-22,5.049383e-12
1.995262e+00,3.032510e-22,3.373334e-12
2.511886e+00,3.200340e-22,2.246225e-12
3.162278e+00,3.331410e-22,1.475316e-12
3.981072e+00,3.434088e-22,9.595520e-13
5.011872e+00,3.498840e-22,6.168522e-13
6.309573e+00,3.524119e-22,3.920194e-13
7.943282e+00,3.510522e-22,2.463932e-13
1.000000e+01,nan,nan
1.258925e+01,3.371318e-22,9.420128e-14
1.584893e+01,3.241298e-22,5.714470e-14
1.995262e+01,3.067319e-22,3.412054e-14
2.511886e+01,2.850340e-22,2.000570e-14
3.162278e+01,2.596423e-22,1.149827e-14
3.981072e+01,2.316292e-22,6.472177e-15
5.011872e+01,2.021215e-22,3.563441e-15
6.309573e+01,1.722275e-22,1.915842e-15
7.943282e+01,1.429974e-22,1.003657e-15
1.000000e+02,1.154275e-22,5.111712e-16
1.258925e+02,9.036924e-23,2.525095e-16
1.584893e+02,6.842955e-23,1.206426e-16
1.995262e+02,4.996877e-23,5.558476e-17
2.511886e+02,3.509745e-23,2.463387e-17
3.162278e+02,2.362084e-23,1.046050e-17
3.981072e+02,1.517970e-23,4.241506e-18
5.011872e+02,9.280068e-24,1.636094e-18
6.309573e+02,5.370826e-24,5.974452e-19
7.943282e+02,2.934708e-24,2.059785e-19
1.000000e+03,1.503729e-24,6.659271e-20
1.258925e+03,7.194137e-25,2.010184e-20
1.584893e+03,3.194698e-25,5.632315e-21
1.995262e+03,1.308817e-25,1.455915e-21
2.511886e+03,4.914352e-26,3.449239e-22
3.162278e+03,1.679083e-26,7.435826e-23
3.981072e+03,5.181321e-27,1.447763e-23
5.011872e+03,1.431833e-27,2.524349e-24
6.309573e+03,3.512230e-28,3.906970e-25
7.943282e+03,7.574247e-29,5.316142e-26
1.000000e+04,1.421312e-29,6.294284e-27
1.258925e+04,2.294819e-30,6.412176e-28
1.584893e+04,3.150069e-31,5.553632e-29
1.995262e+04,3.627874e-32,4.035611e-30
2.511886e+04,3.456962e-33,2.426340e-31
3.162278e+04,2.684284e-34,1.188736e-32
3.981072e+04,1.670768e-35,4.668456e-34
5.011872e+04,8.189605e-37,1.443843e-35
6.309573e+04,3.101436e-38,3.450006e-37
7.943282e+04,8.888896e-40,6.238855e-39
1.000000e+05,1.885544e-41,8.350138e-41
1.258925e+05,2.889869e-43,8.074863e-43
1.584893e+05,3.118095e-45,5.497261e-45
1.995262e+05,2.302967e-47,2.561797e-47
2.511886e+05,1.129593e-49,7.928278e-50
3.162278e+05,3.561158e-52,1.577060e-52
3.981072e+05,6.965705e-55,1.946355e-55
5.011872e+05,8.137480e-58,1.434653e-58
6.309573e+05,5.448704e-61,6.061084e-62
7.943282e+05,2.000219e-64,1.403895e-65
1.000000e+06,3.837138e-68,1.699278e-69
1.258925e+06,3.652458e-72,1.020569e-73
1.584893e+06,1.631250e-76,2.875925e-78
1.995262e+06,3.217992e-81,3.579662e-83
2.511886e+06,2.626995e-86,1.843811e-88
3.162278e+06,8.271136e-92,3.662876e-94
3.981072e+06,9.308635e-98,2.601016e-100
5.011872e+06,3.449622e-104,6.081751e-107
6.309573e+06,3.852373e-111,4.285341e-114
7.943282e+06,1.178128e-118,8.268933e-122
1.000000e+07,8.897841e-127,3.940413e-130
