nu/nu_c,j_nu,alpha_nu
1.000000e+00,2.429802e-23,1.721510e-14
1.258925e+00,2.630585e-23,1.175956e-14
1.584893e+00,2.846598e-23,8.029063e-15
1.995262e+00,3.079041e-23,5.479667e-15
2.511886e+00,3.329259e-23,3.738404e-15
3.162278e+00,3.598726e-23,2.549690e-15
3.981072e+00,3.888938e-23,1.738480e-15
5.011872e+00,4.201522e-23,1.185074e-15
6.309573e+00,4.538211e-23,8.076502e-16
7.943282e+00,4.900829e-23,5.503110e-16
1.000000e+01,5.291275e-23,3.748858e-16
1.258925e+01,5.710058e-23,2.552579e-16
1.584893e+01,6.162489e-23,1.738180e-16
1.995262e+01,6.649340e-23,1.183361e-16
2.511886e+01,7.172836e-23,8.054333e-17
3.162278e+01,7.735554e-23,5.480625e-17
3.981072e+01,8.339916e-23,3.728210e-17
5.011872e+01,8.988612e-23,2.535312e-17
6.309573e+01,9.684212e-23,1.723467e-17
7.943282e+01,1.042934e-22,1.171104e-17
1.000000e+02,1.122656e-22,7.953993e-18
1.258925e+02,1.207825e-22,5.399366e-18
1.584893e+02,1.298665e-22,3.662990e-18
1.995262e+02,1.395366e-22,2.483287e-18
2.511886e+02,1.498074e-22,1.682178e-18
3.162278e+02,1.606877e-22,1.138470e-18
3.981072e+02,1.721793e-22,7.696967e-19
5.011872e+02,1.842731e-22,5.197574e-19
6.309573e+02,1.969495e-22,3.505045e-19
7.943282e+02,2.101717e-22,2.360005e-19
1.000000e+03,2.238875e-22,1.586238e-19
1.258925e+03,2.380204e-22,1.064028e-19
1.584893e+03,2.524702e-22,7.121127e-20
1.995262e+03,2.671061e-22,4.753598e-20
2.511886e+03,2.817684e-22,3.163960e-20
3.162278e+03,2.962542e-22,2.098955e-20
3.981072e+03,3.103286e-22,1.387268e-20
5.011872e+03,3.237129e-22,9.130587e-21
6.309573e+03,3.360874e-22,5.981235e-21
7.943282e+03,3.471003e-22,3.897568e-21
1.000000e+04,3.563651e-22,2.524840e-21
1.258925e+04,3.634712e-22,1.624833e-21
1.584893e+04,3.680053e-22,1.037989e-21
1.995262e+04,3.695638e-22,6.577004e-22
2.511886e+04,3.677754e-22,4.129727e-22
3.162278e+04,3.623275e-22,2.567083e-22
3.981072e+04,3.530206e-22,1.578115e-22
5.011872e+04,3.397579e-22,9.583148e-23
6.309573e+04,3.225886e-22,5.741003e-23
7.943282e+04,3.017449e-22,3.388275e-23
1.000000e+05,2.776929e-22,1.967449e-23
1.258925e+05,2.509940e-22,1.122024e-23
1.584893e+05,2.224495e-22,6.274371e-24
1.995262e+05,1.929415e-22,3.433717e-24
2.511886e+05,1.634548e-22,1.835423e-24
3.162278e+05,1.349720e-22,9.562743e-25
3.981072e+05,1.083516e-22,4.843664e-25
5.011872e+05,8.439703e-23,2.380487e-25
6.309573e+05,6.357631e-23,1.131446e-25
7.943282e+05,4.620319e-23,5.188127e-26
1.000000e+06,3.228255e-23,2.287213e-26
1.258925e+06,2.160474e-23,9.658012e-27
1.584893e+06,1.382090e-23,3.898297e-27
1.995262e+06,8.405182e-24,1.495842e-27
2.511886e+06,4.839720e-24,5.434492e-28
3.162278e+06,2.628775e-24,1.862482e-28
3.981072e+06,1.339416e-24,5.987619e-29
5.011872e+06,6.373609e-25,1.797728e-29
6.309573e+06,2.812488e-25,5.005291e-30
7.943282e+06,1.144053e-25,1.284650e-30
1.000000e+07,4.262119e-26,3.019703e-31
